order_id,store_id,channel_id,payment_order_id,delivery_order_id,order_status,order_amount,order_delivery_fee,order_delivery_cost,order_created_hour,order_created_minute,order_created_day,order_created_month,order_created_year,order_moment_created,order_moment_accepted,order_moment_ready,order_moment_collected,order_moment_in_expedition,order_moment_delivering,order_moment_delivered,order_moment_finished,order_metric_collected_time,order_metric_paused_time,order_metric_production_time,order_metric_walking_time,order_metric_expediton_speed_time,order_metric_transit_time,order_metric_cycle_time
68899429,632,5,68899429,68899429,FINISHED,54.9,11.9,9.43,17,33,3,1,2021,1/3/2021 17:33:13,1/3/2021 17:34:14,1/3/2021 17:41:23,1/3/2021 17:42:58,1/3/2021 17:44:01,1/3/2021 17:45:47,,1/3/2021 18:00:24,1.58,1.78,8.17,2.63,4.4,14.62,27.18
68899453,1153,5,68899453,68899453,FINISHED,65.5,0.0,9.61,17,33,3,1,2021,1/3/2021 17:33:16,1/3/2021 17:34:04,1/3/2021 17:55:06,1/3/2021 17:56:00,1/3/2021 17:58:49,1/3/2021 18:02:09,,1/3/2021 18:28:24,0.9,3.33,21.83,3.73,07.05,26.25,55.13
68899596,495,5,68899596,68899596,FINISHED,96.8,11.9,6.0,17,33,3,1,2021,1/3/2021 17:33:34,1/3/2021 17:34:32,1/3/2021 17:52:05,1/3/2021 17:54:31,1/3/2021 17:54:34,1/3/2021 17:57:45,,1/3/2021 18:21:58,2.43,3.2,18.52,2.48,5.67,24.22,48.4
68899608,321,5,68899608,68899608,FINISHED,151.3,11.9,5.1,17,33,3,1,2021,1/3/2021 17:33:34,1/3/2021 17:34:33,1/3/2021 18:05:03,1/3/2021 18:11:32,1/3/2021 18:11:33,1/3/2021 18:51:58,,1/3/2021 18:51:58,6.48,40.42,31.47,6.5,46.92,0.02,78.4
68899689,631,5,68899689,68899689,FINISHED,160.25,11.9,9.76,17,33,3,1,2021,1/3/2021 17:33:43,1/3/2021 17:34:06,1/3/2021 17:42:30,1/3/2021 17:47:40,1/3/2021 17:49:07,1/3/2021 17:49:51,,1/3/2021 18:11:51,5.17,0.73,8.8,6.6,7.35,22.0,38.13
68899692,1037,5,68899692,68899692,FINISHED,58.5,11.9,6.0,17,33,3,1,2021,1/3/2021 17:33:43,1/3/2021 17:34:06,1/3/2021 17:46:06,1/3/2021 17:48:57,1/3/2021 17:50:25,1/3/2021 17:53:16,,1/3/2021 18:04:05,2.85,2.85,12.38,4.33,7.18,10.82,30.37
68899959,321,5,68899959,68899959,FINISHED,196.75,11.9,6.0,17,34,3,1,2021,1/3/2021 17:34:23,1/3/2021 17:35:01,1/3/2021 18:04:54,,,1/3/2021 18:10:22,,1/3/2021 18:22:10,,,30.52,,5.45,11.8,47.78
68900008,659,5,68900008,68900008,FINISHED,143.0,11.9,12.0,17,34,3,1,2021,1/3/2021 17:34:33,1/3/2021 17:35:41,1/3/2021 17:50:10,1/3/2021 17:50:41,1/3/2021 17:56:44,1/3/2021 17:58:21,,1/3/2021 17:59:30,0.52,1.62,15.63,6.57,8.18,1.15,24.95
68900143,232,5,68900143,68900143,FINISHED,83.0,7.9,8.15,17,34,3,1,2021,1/3/2021 17:34:55,1/3/2021 17:35:01,1/3/2021 17:35:02,,,1/3/2021 17:38:05,1/3/2021 17:53:10,1/3/2021 17:58:21,,,0.12,,03.03,15.1,18.25
68900192,659,5,68900192,68900192,FINISHED,125.9,11.9,09.09,17,35,3,1,2021,1/3/2021 17:35:03,1/3/2021 17:35:44,1/3/2021 17:50:07,1/3/2021 17:50:39,1/3/2021 17:56:47,1/3/2021 17:56:55,,1/3/2021 18:06:04,0.53,0.13,15.07,6.67,6.8,9.15,31.02
68900247,975,5,68900247,68900247,FINISHED,89.8,0.0,8.46,17,35,3,1,2021,1/3/2021 17:35:23,1/3/2021 17:35:51,1/3/2021 18:01:17,1/3/2021 18:05:59,1/3/2021 18:09:38,1/3/2021 18:10:26,,1/3/2021 18:24:18,4.72,0.8,25.9,8.37,9.15,13.87,48.92
68900428,659,5,68900428,68900428,FINISHED,127.9,11.9,9.44,17,36,3,1,2021,1/3/2021 17:36:13,1/3/2021 17:36:31,1/3/2021 17:55:29,1/3/2021 17:57:08,1/3/2021 18:03:13,1/3/2021 18:03:23,,1/3/2021 18:37:17,1.65,0.17,19.27,7.73,7.9,33.9,61.07
68900541,632,5,68900541,68900541,FINISHED,118.8,11.9,8.3,17,36,3,1,2021,1/3/2021 17:36:33,1/3/2021 17:37:14,1/3/2021 17:49:12,1/3/2021 17:54:30,,1/3/2021 17:56:29,,1/3/2021 18:07:18,5.28,,12.65,,7.28,10.82,30.75
68900542,631,5,68900542,68900542,FINISHED,93.8,11.9,6.0,17,36,3,1,2021,1/3/2021 17:36:33,1/3/2021 17:37:05,1/3/2021 17:50:00,1/3/2021 17:53:24,1/3/2021 17:56:36,1/3/2021 17:56:37,,1/3/2021 18:11:23,3.38,0.02,13.45,6.58,6.6,14.78,34.83
68900600,707,5,68900600,68900600,FINISHED,182.6,11.9,10.47,17,36,3,1,2021,1/3/2021 17:36:44,1/3/2021 17:37:10,1/3/2021 17:55:28,1/3/2021 17:55:44,1/3/2021 17:59:37,1/3/2021 18:02:39,,1/3/2021 18:17:42,0.25,03.03,18.75,4.15,7.18,15.05,40.97
68900602,361,5,68900602,68900602,FINISHED,146.3,11.9,12.37,17,36,3,1,2021,1/3/2021 17:36:44,1/3/2021 17:37:16,1/3/2021 18:00:58,1/3/2021 18:04:14,1/3/2021 18:05:24,1/3/2021 18:11:25,,1/3/2021 18:30:03,3.28,06.02,24.23,4.45,10.47,18.63,53.32
68900655,975,5,68900655,68900655,FINISHED,58.9,0.0,5.52,17,36,3,1,2021,1/3/2021 17:36:53,1/3/2021 17:37:51,1/3/2021 17:56:29,1/3/2021 17:58:03,1/3/2021 17:58:04,1/3/2021 17:58:08,1/3/2021 18:12:15,1/3/2021 20:03:30,1.55,0.07,19.6,1.57,1.63,14.13,35.37
68900701,707,5,68900701,68900701,FINISHED,157.7,11.9,8.0,17,37,3,1,2021,1/3/2021 17:37:03,1/3/2021 17:37:07,1/3/2021 17:52:01,1/3/2021 17:53:36,1/3/2021 17:59:34,1/3/2021 18:02:30,,1/3/2021 18:13:42,1.58,2.93,14.97,7.55,10.48,11.2,36.65
68900741,780,5,68900741,68900741,FINISHED,47.91,4.9,6.0,17,37,3,1,2021,1/3/2021 17:37:11,1/3/2021 17:37:42,1/3/2021 18:03:30,1/3/2021 18:04:24,1/3/2021 18:07:56,1/3/2021 18:08:08,,1/3/2021 18:18:51,0.9,0.18,26.32,4.43,4.63,10.72,41.67
68900861,2156,5,68900861,68900861,FINISHED,164.0,4.49,7.6,17,37,3,1,2021,1/3/2021 17:37:33,1/3/2021 17:37:56,1/3/2021 18:06:10,1/3/2021 18:06:28,1/3/2021 18:08:39,1/3/2021 18:09:59,,1/3/2021 18:20:28,0.3,1.33,28.62,2.48,3.82,10.48,42.92
68900863,2112,5,68900863,68900863,FINISHED,27.8,6.9,9.5,17,37,3,1,2021,1/3/2021 17:37:33,1/3/2021 17:38:05,1/3/2021 18:27:19,1/3/2021 18:28:02,1/3/2021 18:28:03,1/3/2021 18:31:01,1/3/2021 18:44:24,1/3/2021 20:12:05,0.72,2.97,49.78,0.73,3.7,13.37,66.85
68900975,690,5,68900975,68900975,FINISHED,74.7,6.9,7.27,17,37,3,1,2021,1/3/2021 17:37:53,1/3/2021 17:38:11,1/3/2021 17:56:50,1/3/2021 18:00:23,1/3/2021 18:00:41,1/3/2021 18:04:42,,1/3/2021 18:22:49,3.55,4.0,18.95,3.85,7.87,18.12,44.92
68901051,361,5,68901051,68901051,FINISHED,173.65,11.9,10.35,17,38,3,1,2021,1/3/2021 17:38:13,1/3/2021 17:38:16,1/3/2021 18:05:07,1/3/2021 18:05:39,1/3/2021 18:06:15,1/3/2021 18:10:56,,1/3/2021 18:23:29,0.52,4.68,26.9,1.12,5.82,12.55,45.27
68901052,658,5,68901052,68901052,FINISHED,118.3,11.9,8.0,17,38,3,1,2021,1/3/2021 17:38:13,1/3/2021 17:38:41,1/3/2021 18:12:15,1/3/2021 18:21:18,1/3/2021 18:21:31,1/3/2021 18:34:04,,1/3/2021 18:43:28,09.05,12.55,34.02,9.27,21.82,9.4,65.25
68901054,3021,5,68901054,68901054,CANCELED,32.0,0.0,,17,38,3,1,2021,1/3/2021 17:38:14,,,,,,,,,,,,,,
68901129,933,5,68901129,68901129,FINISHED,47.4,6.9,06.09,17,38,3,1,2021,1/3/2021 17:38:53,1/3/2021 17:39:48,1/3/2021 17:44:25,1/3/2021 17:45:50,1/3/2021 17:45:52,1/3/2021 17:53:09,,1/3/2021 18:20:06,1.42,7.28,5.53,1.45,8.73,26.93,41.22
68901147,869,5,68901147,68901147,FINISHED,75.82,4.99,6.0,17,39,3,1,2021,1/3/2021 17:39:03,1/3/2021 17:40:02,1/3/2021 17:57:09,1/3/2021 17:58:37,1/3/2021 17:58:39,1/3/2021 18:08:19,,1/3/2021 18:22:12,1.47,9.67,18.1,1.5,11.17,13.88,43.15
68901186,399,5,68901186,68901186,FINISHED,78.9,9.9,6.0,17,39,3,1,2021,1/3/2021 17:39:13,1/3/2021 17:40:17,1/3/2021 17:53:02,1/3/2021 17:53:58,1/3/2021 17:57:41,1/3/2021 17:58:41,,1/3/2021 18:05:25,0.95,1.0,13.82,4.67,5.67,6.72,26.2
68901221,1018,10,68901221,68901221,FINISHED,37.9,8.9,7.6,17,39,3,1,2021,1/3/2021 17:39:23,1/3/2021 17:39:31,1/3/2021 17:51:19,1/3/2021 17:53:45,1/3/2021 17:53:45,1/3/2021 17:56:32,,1/3/2021 18:15:59,2.43,2.77,11.93,2.43,5.22,19.47,36.6
68901248,690,5,68901248,68901248,FINISHED,25.9,6.9,6.0,17,39,3,1,2021,1/3/2021 17:39:33,1/3/2021 17:40:02,1/3/2021 17:56:51,1/3/2021 18:00:25,1/3/2021 18:00:44,1/3/2021 18:06:07,,1/3/2021 18:34:15,3.57,5.38,17.3,3.88,9.27,28.13,54.72
68901283,631,5,68901283,68901283,FINISHED,185.2,11.9,6.53,17,39,3,1,2021,1/3/2021 17:39:43,1/3/2021 17:40:05,1/3/2021 17:55:24,1/3/2021 17:59:42,1/3/2021 18:01:36,1/3/2021 18:03:04,,1/3/2021 18:17:08,4.3,1.47,15.68,6.22,7.68,14.07,37.43
68901344,676,5,68901344,68901344,FINISHED,74.9,11.9,8.0,17,40,3,1,2021,1/3/2021 17:40:04,1/3/2021 17:40:26,1/3/2021 18:02:00,1/3/2021 18:02:13,1/3/2021 18:02:15,1/3/2021 18:04:30,,1/3/2021 18:09:14,0.2,2.27,21.93,0.23,2.5,4.73,29.17
68901442,3070,5,68901442,68901442,FINISHED,62.7,0.0,6.0,17,40,3,1,2021,1/3/2021 17:40:42,1/3/2021 17:41:39,1/3/2021 17:53:29,1/3/2021 17:55:42,1/3/2021 17:56:56,1/3/2021 17:59:43,,1/3/2021 18:18:08,2.22,2.78,12.78,3.45,6.23,18.43,37.45
68901456,950,5,68901456,68901456,FINISHED,152.0,6.9,8.0,17,40,3,1,2021,1/3/2021 17:40:46,1/3/2021 17:41:02,1/3/2021 18:06:11,1/3/2021 18:08:36,1/3/2021 18:08:37,1/3/2021 18:08:54,,1/3/2021 18:24:53,2.42,0.28,25.42,2.42,2.7,15.98,44.12
68901617,590,5,68901617,68901617,FINISHED,36.0,0.0,10.56,17,41,3,1,2021,1/3/2021 17:41:45,1/3/2021 17:46:34,1/3/2021 17:57:02,1/3/2021 18:00:31,1/3/2021 18:06:50,1/3/2021 18:07:23,,1/3/2021 18:23:31,3.48,0.55,15.3,9.8,10.35,16.13,41.78
68901649,690,5,68901649,68901649,FINISHED,25.9,6.9,9.43,17,41,3,1,2021,1/3/2021 17:41:53,1/3/2021 17:42:03,1/3/2021 17:56:52,1/3/2021 18:00:29,1/3/2021 18:00:48,1/3/2021 18:11:55,,1/3/2021 18:24:40,3.62,11.12,14.98,3.93,15.05,12.75,42.78
68901650,658,5,68901650,68901650,FINISHED,157.25,11.9,10.49,17,41,3,1,2021,1/3/2021 17:41:53,1/3/2021 17:42:41,1/3/2021 18:17:01,1/3/2021 18:21:27,1/3/2021 18:21:36,1/3/2021 18:33:41,1/3/2021 18:49:51,1/3/2021 18:53:09,4.43,12.07,35.13,4.58,16.65,16.17,67.97
68901698,495,5,68901698,68901698,FINISHED,52.8,11.9,6.0,17,42,3,1,2021,1/3/2021 17:42:03,1/3/2021 17:42:35,1/3/2021 17:52:06,1/3/2021 17:54:45,1/3/2021 17:54:47,1/3/2021 17:57:40,,1/3/2021 18:14:29,2.65,2.9,10.07,2.67,5.57,16.8,32.43
68901707,1928,15,68901707,68901707,FINISHED,87.0,9.9,9.27,17,42,3,1,2021,1/3/2021 17:42:05,1/3/2021 17:43:00,1/3/2021 17:55:07,1/3/2021 17:57:39,1/3/2021 17:59:47,1/3/2021 18:00:33,,1/3/2021 18:12:02,2.53,0.75,13.03,4.67,5.43,11.5,29.95
68901842,416,5,68901842,68901842,FINISHED,198.2,11.9,8.6,17,42,3,1,2021,1/3/2021 17:42:53,1/3/2021 17:43:09,1/3/2021 17:55:53,1/3/2021 17:57:06,1/3/2021 17:57:34,1/3/2021 17:59:14,,1/3/2021 18:08:30,1.23,1.67,12.98,1.7,3.35,9.27,25.62
68901886,632,5,68901886,68901886,FINISHED,66.9,11.9,6.53,17,43,3,1,2021,1/3/2021 17:43:15,1/3/2021 17:44:18,1/3/2021 17:58:36,1/3/2021 18:02:12,1/3/2021 18:02:14,1/3/2021 18:04:13,,1/3/2021 18:22:03,3.6,1.98,15.35,3.63,5.62,17.83,38.8
68901893,631,5,68901893,68901893,FINISHED,97.85,11.9,6.0,17,43,3,1,2021,1/3/2021 17:43:23,1/3/2021 17:44:08,1/3/2021 17:59:09,1/3/2021 17:59:39,1/3/2021 18:01:39,1/3/2021 18:03:12,,1/3/2021 18:15:48,0.48,1.55,15.77,2.48,04.05,12.6,32.43
68901906,100,5,68901906,68901906,FINISHED,27.9,0.0,6.0,17,43,3,1,2021,1/3/2021 17:43:32,1/3/2021 17:43:50,1/3/2021 17:54:40,1/3/2021 17:56:38,1/3/2021 17:56:39,1/3/2021 18:01:42,,1/3/2021 18:15:34,1.97,05.07,11.13,1.98,07.05,13.85,32.03
68901961,2980,5,68901961,68901961,FINISHED,27.9,0.0,7.6,17,43,3,1,2021,1/3/2021 17:43:43,1/3/2021 17:44:25,1/3/2021 18:01:14,1/3/2021 18:04:45,1/3/2021 18:04:46,1/3/2021 18:06:02,,1/3/2021 18:12:43,3.52,1.27,17.52,3.53,4.8,6.68,29.0
68901997,3097,5,68901997,68901997,FINISHED,67.8,0.0,6.0,17,43,3,1,2021,1/3/2021 17:43:50,1/3/2021 17:44:14,1/3/2021 17:54:54,1/3/2021 17:55:00,,1/3/2021 17:57:27,,1/3/2021 18:09:05,0.1,,11.07,,2.57,11.62,25.25
68902016,676,5,68902016,68902016,FINISHED,164.3,11.9,9.5,17,43,3,1,2021,1/3/2021 17:43:53,1/3/2021 17:44:24,1/3/2021 18:02:32,1/3/2021 18:07:15,1/3/2021 18:07:16,1/3/2021 18:10:43,,1/3/2021 18:29:37,4.72,3.45,18.65,4.73,8.18,18.9,45.73
68902024,2541,5,68902024,68902024,FINISHED,110.9,6.9,8.44,17,43,3,1,2021,1/3/2021 17:43:54,1/3/2021 17:44:30,1/3/2021 18:11:57,1/3/2021 18:12:05,1/3/2021 18:12:56,1/3/2021 18:16:45,,1/3/2021 18:47:31,0.13,3.8,28.05,0.98,4.8,30.77,63.62
68902086,886,5,68902086,68902086,FINISHED,125.7,4.9,8.4,17,44,3,1,2021,1/3/2021 17:44:02,1/3/2021 17:44:17,1/3/2021 17:55:32,1/3/2021 18:10:12,1/3/2021 18:10:44,1/3/2021 18:13:49,,1/3/2021 18:30:51,14.65,03.08,11.5,15.2,18.28,17.03,46.82
68902092,2149,5,68902092,68902092,FINISHED,59.0,4.49,5.7,17,44,3,1,2021,1/3/2021 17:44:04,1/3/2021 17:44:27,1/3/2021 17:52:21,1/3/2021 17:55:40,1/3/2021 17:57:03,1/3/2021 17:58:10,,1/3/2021 18:08:39,3.32,1.13,8.3,4.7,5.82,10.47,24.58
68902240,416,5,68902240,68902240,FINISHED,116.4,11.9,9.81,17,44,3,1,2021,1/3/2021 17:44:23,1/3/2021 17:45:16,1/3/2021 18:06:18,1/3/2021 18:08:40,1/3/2021 18:09:56,1/3/2021 18:11:12,,1/3/2021 18:21:10,2.37,1.27,21.92,3.65,4.9,9.97,36.78
68902349,236,5,68902349,68902349,FINISHED,165.2,11.9,11.31,17,44,3,1,2021,1/3/2021 17:44:45,1/3/2021 17:44:51,1/3/2021 18:03:57,1/3/2021 18:05:27,1/3/2021 18:08:42,1/3/2021 18:10:22,,1/3/2021 18:32:41,1.5,1.68,19.2,4.75,6.43,22.32,47.93
68902355,676,5,68902355,68902355,FINISHED,238.6,11.9,8.9,17,44,3,1,2021,1/3/2021 17:44:45,1/3/2021 17:45:26,1/3/2021 18:09:08,1/3/2021 18:22:31,1/3/2021 18:22:32,1/3/2021 18:25:21,,1/3/2021 18:37:05,13.38,2.82,24.38,13.38,16.2,11.73,52.33
68902403,53,5,68902403,68902403,FINISHED,105.9,4.9,5.98,17,44,3,1,2021,1/3/2021 17:44:54,1/3/2021 17:45:27,1/3/2021 17:56:27,1/3/2021 17:58:19,1/3/2021 17:58:22,1/3/2021 18:04:54,,1/3/2021 18:16:33,1.85,6.55,11.57,1.9,8.45,11.63,31.65
68902405,100,5,68902405,68902405,FINISHED,93.8,0.0,6.0,17,44,3,1,2021,1/3/2021 17:44:54,1/3/2021 17:45:50,1/3/2021 17:48:59,1/3/2021 17:51:53,1/3/2021 17:52:36,1/3/2021 17:54:52,1/3/2021 18:24:18,1/3/2021 20:34:21,2.92,2.25,04.08,3.63,5.88,29.43,39.4
68902424,941,10,68902424,68902424,FINISHED,61.7,6.5,8.83,17,44,3,1,2021,1/3/2021 17:44:56,1/3/2021 17:45:26,1/3/2021 17:45:34,1/3/2021 17:48:19,1/3/2021 17:48:21,1/3/2021 17:50:49,,1/3/2021 18:08:21,2.77,2.48,0.63,2.78,5.27,17.53,23.43
68902526,676,5,68902526,68902526,FINISHED,113.3,11.9,9.31,17,45,3,1,2021,1/3/2021 17:45:13,1/3/2021 17:45:28,1/3/2021 18:10:45,1/3/2021 18:15:47,1/3/2021 18:15:48,1/3/2021 18:20:38,,1/3/2021 18:32:44,05.03,4.83,25.53,05.05,9.88,12.1,47.52
68902527,1984,5,68902527,68902527,FINISHED,59.9,0.0,7.6,17,45,3,1,2021,1/3/2021 17:45:13,1/3/2021 17:45:18,1/3/2021 17:59:16,1/3/2021 18:00:35,1/3/2021 18:03:48,1/3/2021 18:04:13,,1/3/2021 18:08:50,1.32,0.42,14.05,4.52,4.95,4.62,23.62
68902528,975,5,68902528,68902528,FINISHED,86.91,0.0,9.93,17,45,3,1,2021,1/3/2021 17:45:13,1/3/2021 17:46:00,1/3/2021 18:04:20,1/3/2021 18:09:44,1/3/2021 18:09:45,1/3/2021 18:10:22,,1/3/2021 18:23:25,5.4,0.62,19.1,5.42,06.03,13.03,38.18
68902572,53,10,68902572,68902572,FINISHED,174.5,9.9,6.0,17,45,3,1,2021,1/3/2021 17:45:20,1/3/2021 17:45:23,1/3/2021 17:50:03,1/3/2021 17:50:53,1/3/2021 17:51:44,1/3/2021 18:01:09,,1/3/2021 18:22:21,0.83,9.42,4.73,1.68,11.08,21.2,37.02
68902794,495,5,68902794,68902794,FINISHED,95.5,11.9,8.48,17,45,3,1,2021,1/3/2021 17:45:54,1/3/2021 17:46:35,1/3/2021 18:05:53,1/3/2021 18:07:27,1/3/2021 18:07:28,1/3/2021 18:13:07,,1/3/2021 18:22:37,1.57,5.65,20.0,1.58,7.23,9.48,36.72
68902860,716,5,68902860,68902860,FINISHED,104.4,11.9,8.58,17,46,3,1,2021,1/3/2021 17:46:03,1/3/2021 17:46:20,1/3/2021 17:57:52,1/3/2021 18:04:05,1/3/2021 18:04:06,1/3/2021 18:13:09,,1/3/2021 18:30:53,6.23,09.05,11.82,6.23,15.28,17.73,44.83
68902898,676,5,68902898,68902898,FINISHED,143.4,11.9,6.0,17,46,3,1,2021,1/3/2021 17:46:15,1/3/2021 17:46:24,1/3/2021 18:10:48,1/3/2021 18:14:41,1/3/2021 18:14:42,1/3/2021 18:15:51,,1/3/2021 18:22:56,3.88,1.15,24.55,3.9,05.05,07.08,36.68
68902949,356,5,68902949,68902949,FINISHED,73.9,6.9,8.2,17,46,3,1,2021,1/3/2021 17:46:29,1/3/2021 17:46:56,1/3/2021 17:54:04,1/3/2021 17:56:22,1/3/2021 17:57:30,1/3/2021 17:58:45,,1/3/2021 18:07:25,2.32,1.25,7.57,3.45,4.7,8.67,20.93
68902968,149,5,68902968,68902968,FINISHED,74.9,11.9,6.0,17,46,3,1,2021,1/3/2021 17:46:33,1/3/2021 17:50:32,1/3/2021 18:05:45,1/3/2021 18:07:49,1/3/2021 18:07:51,1/3/2021 18:19:40,,1/3/2021 18:44:35,02.07,11.82,19.22,2.1,13.92,24.92,58.05
68903021,415,5,68903021,68903021,FINISHED,79.7,11.9,6.0,17,46,3,1,2021,1/3/2021 17:46:43,1/3/2021 17:46:46,1/3/2021 18:13:57,1/3/2021 18:14:53,1/3/2021 18:14:54,1/3/2021 18:18:54,,1/3/2021 19:00:50,0.93,4.0,27.22,0.95,4.95,41.93,74.12
68903216,311,10,68903216,68903216,FINISHED,186.0,9.9,8.0,17,47,3,1,2021,1/3/2021 17:47:31,1/3/2021 17:47:39,1/3/2021 17:47:46,1/3/2021 17:55:21,,1/3/2021 17:59:26,,1/3/2021 18:20:48,7.58,,0.23,,11.67,21.37,33.28
68903222,361,5,68903222,68903222,FINISHED,89.0,11.9,12.01,17,47,3,1,2021,1/3/2021 17:47:33,1/3/2021 17:47:44,1/3/2021 18:08:35,1/3/2021 18:15:48,1/3/2021 18:15:50,1/3/2021 18:21:17,,1/3/2021 18:31:05,7.2,5.45,21.03,7.25,12.68,9.82,43.53
68903231,100,5,68903231,68903231,FINISHED,74.8,0.0,6.0,17,47,3,1,2021,1/3/2021 17:47:37,1/3/2021 17:47:50,1/3/2021 18:00:44,1/3/2021 18:02:23,1/3/2021 18:02:24,1/3/2021 18:06:34,,1/3/2021 18:19:43,1.63,4.17,13.13,1.67,5.83,13.15,32.12
68903298,1107,5,68903298,68903298,CANCELED,223.0,9.9,0.0,17,47,3,1,2021,1/3/2021 17:47:53,1/3/2021 17:48:21,,,,,,,,,,,,,
68903301,707,5,68903301,68903301,FINISHED,137.8,11.9,11.24,17,47,3,1,2021,1/3/2021 17:47:54,1/3/2021 17:48:14,1/3/2021 18:02:14,1/3/2021 18:05:36,1/3/2021 18:06:59,1/3/2021 18:14:24,,1/3/2021 18:40:53,3.37,7.42,14.33,4.75,12.17,26.48,52.98
68903420,236,5,68903420,68903420,FINISHED,79.9,11.9,6.0,17,48,3,1,2021,1/3/2021 17:48:14,1/3/2021 17:48:50,1/3/2021 18:06:47,1/3/2021 18:08:07,1/3/2021 18:10:50,1/3/2021 18:13:40,,1/3/2021 18:29:02,1.33,2.83,18.55,04.05,6.88,15.37,40.8
68903489,707,5,68903489,68903489,FINISHED,113.0,11.9,6.0,17,48,3,1,2021,1/3/2021 17:48:25,1/3/2021 17:49:13,1/3/2021 18:06:25,1/3/2021 18:06:55,1/3/2021 18:07:01,1/3/2021 18:13:23,,1/3/2021 18:28:39,0.5,6.37,18.0,0.6,6.97,15.27,40.23
68903720,149,5,68903720,68903720,FINISHED,45.8,11.9,3.24,17,49,3,1,2021,1/3/2021 17:49:03,1/3/2021 17:51:09,1/3/2021 18:05:24,1/3/2021 18:07:40,1/3/2021 18:07:43,1/3/2021 18:11:09,,1/3/2021 18:34:19,2.27,3.42,16.35,2.32,5.73,23.18,45.27
68903721,191,5,68903721,68903721,FINISHED,68.0,9.9,9.38,17,49,3,1,2021,1/3/2021 17:49:03,1/3/2021 17:50:51,1/3/2021 17:58:05,1/3/2021 17:58:57,,1/3/2021 18:00:04,,1/3/2021 18:16:18,0.87,,09.03,,1.98,16.23,27.25
68903723,658,5,68903723,68903723,FINISHED,132.8,11.9,8.0,17,49,3,1,2021,1/3/2021 17:49:04,1/3/2021 17:49:09,1/3/2021 18:17:04,,,1/3/2021 18:21:20,,1/3/2021 18:40:24,,,28.0,,4.27,19.07,51.33
68903796,933,5,68903796,68903796,FINISHED,28.2,4.9,6.0,17,49,3,1,2021,1/3/2021 17:49:13,1/3/2021 17:49:52,1/3/2021 17:54:39,1/3/2021 17:57:02,1/3/2021 17:57:02,1/3/2021 18:00:05,,1/3/2021 18:07:16,2.38,03.05,5.43,2.4,5.45,7.18,18.05
68903797,236,5,68903797,68903797,FINISHED,173.3,11.9,6.0,17,49,3,1,2021,1/3/2021 17:49:14,1/3/2021 17:49:50,1/3/2021 18:23:33,1/3/2021 18:26:02,1/3/2021 18:31:49,1/3/2021 18:33:24,,1/3/2021 18:48:03,2.47,1.58,34.32,8.27,9.85,14.63,58.8
68903884,955,5,68903884,68903884,FINISHED,47.4,0.0,6.0,17,49,3,1,2021,1/3/2021 17:49:25,1/3/2021 17:49:49,1/3/2021 18:00:30,1/3/2021 18:01:15,1/3/2021 18:01:19,1/3/2021 18:04:23,,1/3/2021 18:24:17,0.75,03.07,11.08,0.82,3.88,19.9,34.87
68903939,1037,5,68903939,68903939,FINISHED,62.9,11.9,8.0,17,49,3,1,2021,1/3/2021 17:49:35,1/3/2021 17:49:37,1/3/2021 17:54:57,1/3/2021 17:56:49,1/3/2021 17:58:34,1/3/2021 18:00:23,,1/3/2021 18:07:16,1.87,1.82,5.37,3.62,5.43,6.88,17.68
68903997,977,5,68903997,68903997,FINISHED,39.5,5.0,8.38,17,49,3,1,2021,1/3/2021 17:49:43,1/3/2021 17:49:54,1/3/2021 18:01:43,1/3/2021 18:04:29,1/3/2021 18:09:40,1/3/2021 18:10:04,,1/3/2021 18:20:01,2.77,0.38,12.0,7.95,8.35,9.97,30.3
68904120,707,5,68904120,68904120,FINISHED,140.8,11.9,8.0,17,50,3,1,2021,1/3/2021 17:50:13,1/3/2021 17:51:13,1/3/2021 17:57:16,1/3/2021 17:57:26,1/3/2021 17:59:39,1/3/2021 18:03:28,,1/3/2021 18:11:15,0.18,3.82,07.05,2.4,6.22,7.78,21.05
68904158,3060,5,68904158,68904158,FINISHED,35.8,0.0,6.0,17,50,3,1,2021,1/3/2021 17:50:27,1/3/2021 17:50:47,1/3/2021 17:56:19,1/3/2021 18:00:16,1/3/2021 18:00:39,1/3/2021 18:06:17,,1/3/2021 18:28:47,3.95,5.63,5.88,4.32,9.95,22.52,38.35
68904186,658,5,68904186,68904186,FINISHED,142.6,11.9,6.0,17,50,3,1,2021,1/3/2021 17:50:33,1/3/2021 17:50:44,1/3/2021 18:30:15,1/3/2021 18:33:29,1/3/2021 18:33:33,1/3/2021 18:34:28,,1/3/2021 18:43:24,3.23,0.92,39.7,3.3,4.22,8.93,52.85
68904188,676,5,68904188,68904188,FINISHED,60.8,11.9,8.0,17,50,3,1,2021,1/3/2021 17:50:33,1/3/2021 17:52:49,1/3/2021 18:17:26,1/3/2021 18:22:24,1/3/2021 18:22:25,1/3/2021 18:25:57,,1/3/2021 18:41:39,4.97,3.53,26.88,4.98,8.5,15.7,51.08
68904284,955,5,68904284,68904284,FINISHED,126.7,0.0,8.0,17,50,3,1,2021,1/3/2021 17:50:55,1/3/2021 17:51:49,1/3/2021 18:15:38,1/3/2021 18:17:31,1/3/2021 18:17:39,1/3/2021 18:19:14,,1/3/2021 18:39:26,1.87,1.6,24.72,2.0,3.6,20.18,48.52
